cluster,n,pct,mean_repair_count,mean_repair_success_rate,mean_constraint_count,mean_politeness_delta,mean_frustration_score,mean_passive_rate,mean_specificity_delta,mean_verbatim_repeats,mean_mean_user_length,z_repair_count,z_repair_success_rate,z_constraint_count,z_politeness_delta,z_frustration_score,z_passive_rate,z_specificity_delta,z_verbatim_repeats,z_mean_user_length
0,11,7.4324324324324325,1.6363636363636365,0.8333636363636363,3.6363636363636362,-0.030363636363636367,0.984090909090909,0.0,0.21209090909090908,0.0,338.79090909090905,3.023763734430108,3.2808355728862204,0.3271635299850941,-0.06323774066982371,0.25155902465731644,0,0.513573012703361,-0.19269299035631185,-0.034387654603595094
1,116,78.37837837837837,0.008620689655172414,0.0,2.1551724137931036,-3.448275862069256e-05,0.9252931034482758,0.0,-0.12643103448275864,0.0,229.99741379310345,-0.24013428126227723,-0.26342475402736076,-0.23235091491237783,0.05072327837708411,-0.08592666082749371,0,-0.0749131662305298,-0.19269299035631185,-0.278826996687739
2,15,10.135135135135135,0.0,0.0,6.866666666666666,-0.1332,1.0,0.0,0.11106666666666667,0.0,1328.06,-0.2574202120146202,-0.26342475402736076,1.5473984188429744,-0.44964274714320895,0.34287349451232235,0,0.3379525794270883,-0.19269299035631185,2.1883213875506455
3,6,4.054054054054054,0.0,0.0,2.8333333333333335,0.055499999999999994,1.0,0.0,-0.2778333333333334,1.3333333333333333,346.48333333333335,-0.2574202120146202,-0.26342475402736076,0.023821836225865103,0.2593926771290733,0.34287349451232235,0,-0.33811075806697327,4.560400771766046,-0.017104166140399803
