cluster,n,pct,mean_repair_count,mean_specificity_delta,mean_stance_delta,mean_politeness_delta,mean_passive_rate,mean_constraint_count,mean_verbatim_repeats,mean_mean_user_length,z_repair_count,z_specificity_delta,z_stance_delta,z_politeness_delta,z_passive_rate,z_constraint_count,z_verbatim_repeats,z_mean_user_length
0,258,29.89571263035921,7.596899224806202,-0.6134883720930233,0.5750387596899226,-0.06771317829457364,0.08046511627906977,3.054263565891473,0.09689922480620156,275.0755813953488,0.8340957165285358,-0.5523685257018366,0.4335394417311794,-0.2323584024013875,-0.3311310311647948,0.09094542816736241,0.008662278871091654,-0.2524631398326218
1,126,14.600231749710312,2.611111111111111,-0.5080158730158729,0.9557142857142858,-0.018650793650793647,0.47261904761904766,2.0793650793650795,0.047619047619047616,343.62142857142857,-0.6360847846713833,-0.4287744894094057,0.8079269751526975,-0.05840396424608641,1.7395855439735872,-0.2571234359253659,-0.09299144966243575,-0.1203297927412301
2,366,42.41019698725377,3.2240437158469946,0.2786612021857923,-0.3669398907103825,0.033169398907103825,0.081775956284153,1.6530054644808743,0.05737704918032787,210.31994535519124,-0.45534674617408955,0.4930638649826501,-0.49287961951556375,0.12532849284823844,-0.32420931520339824,-0.4093469842216846,-0.07286292540869804,-0.3772902341865431
3,111,12.862108922363847,5.72972972972973,-0.006036036036036035,-0.15000000000000005,0.04927927927927928,0.11810810810810808,6.837837837837838,0.11711711711711711,1421.9189189189187,0.28351552308700506,0.15945196518870297,-0.27952313865108147,0.18244730615578061,-0.1323622292001109,1.4417982782309358,0.05036716415769823,1.9582652269375413
4,2,0.2317497103128621,5.0,-0.835,-1.0,0.165,0.105,1.0,7.5,670.05,0.06833702064570665,-0.8119387114685013,-1.115482851458896,0.5927439744089723,-0.20157784724942596,-0.6424900995403368,15.279565093402114,0.5089147422095359
